"","censusTract","Year","City","Community","Detailed_Name","SPA","SD","CD","SSD","AD","DemogSurveySample","YouthCountSample","totStreetSingAdult","totStreetFamHH","totStreetFamMemb","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","totYouthIndiv","totYouthUnaccKid","totYouthFamHH","totYouthFamMemb","totEsAdultSingAdult","totESAdultFamHH","totEsAdultFamMemb","totESYouthSingYouth","totESYouthFamHH","totEsYouthFamMemb","totEsYouthUnaccYouth","totThAdultSingAdult","totTHAdultFamHH","totThAdultFamMemb","totTHYouthSingYouth","totTHYouthFamHH","totThYouthFamMemb","totThYouthUnaccYouth","totShAdultSingAdult","totSHAdultFamHH","totShAdultFamMemb","totSHYouthSingYouth","totSHYouthFamHH","totShYouthFamMemb","totShYouthUnaccYouth","totUnsheltPeople","totESPeople","totTHPeople","totSHPeople","totSheltPeople","totPeople"
"1",221500,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,53,"No","No",8,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
"2",221601,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,53,"No","No",5,0,0,0,1,4,0,4,0,2,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
"3",221710,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,1,8,30,59,"No","No",4,0,0,1,1,4,0,1,2,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
"4",221810,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,59,"No","Yes",4,0,0,1,5,7,0,1,2,9,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
"5",221820,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,9,30,59,"No","No",1,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
"6",221900,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,9,30,59,"No","No",0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"7",222001,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,10,30,54,"No","No",7,0,0,1,0,2,1,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
"8",222002,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,54,"No","No",3,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
"9",222100,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,59,"No","No",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"10",222200,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,59,"No","No",2,0,0,1,0,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"11",222500,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,59,"No","No",1,0,0,1,0,1,6,0,2,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
"12",222600,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,59,"No","No",1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"13",222700,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,9,30,59,"No","No",1,0,0,0,0,0,1,5,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
"14",231210,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,59,"No","No",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"15",231220,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,9,30,59,"Yes","Yes",1,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,84,0,0,84,93
"16",231300,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,59,"No","No",7,0,0,2,1,1,0,13,3,2,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
"17",231400,2016,"Los Angeles","Adams","Empowerment Congress North NC",6,2,8,30,54,"No","No",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
"18",219500,2016,"Los Angeles","Adams-La Brea","West Adams NC",6,2,10,30,54,"No","Yes",9,0,0,1,1,3,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"19",219700,2016,"Los Angeles","Adams-La Brea","West Adams NC",6,2,10,30,54,"No","No",9,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
"20",219800,2016,"Los Angeles","Adams-La Brea","West Adams NC",6,2,10,30,54,"No","No",4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"21",219901,2016,"Los Angeles","Adams-La Brea","West Adams NC",6,2,10,30,54,"No","No",2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"22",219902,2016,"Los Angeles","Adams-La Brea","West Adams NC",6,2,10,30,54,"No","Yes",2,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"23",220000,2016,"Los Angeles","Adams-La Brea","West Adams NC",6,2,10,30,54,"No","No",10,0,0,0,1,4,0,2,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
"24",220100,2016,"Los Angeles","Adams-La Brea","West Adams NC",6,2,10,30,54,"Yes","No",8,0,0,0,3,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
"25",800324,2016,"Agoura Hills","Agoura Hills","Agoura Hills",2,3,0,27,44,"No","No",6,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
"26",800327,2016,"Unincorporated Agoura Hills","Agoura Hills","Unincorporated Agoura Hills",2,3,0,27,50,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",800328,2016,"Unincorporated Agoura Hills","Agoura Hills","Unincorporated Agoura Hills",2,3,0,27,45,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",800331,2016,"Agoura Hills","Agoura Hills","Agoura Hills",2,3,0,27,44,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",800332,2016,"Agoura Hills","Agoura Hills","Agoura Hills",2,3,0,27,50,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",920011,2016,"Agua Dulce","Agua Dulce","Agua Dulce",2,5,0,21,36,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",920102,2016,"Castaic-Val Verde","Agua Dulce","Castaic-Val Verde",2,5,0,21,36,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",920104,2016,"Castaic-Val Verde","Agua Dulce","Castaic-Val Verde",2,5,0,21,36,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",920106,2016,"Castaic-Val Verde","Agua Dulce","Castaic-Val Verde",2,5,0,21,38,"No","No",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"34",920116,2016,"Castaic-Val Verde","Agua Dulce","Castaic-Val Verde",2,5,0,21,38,"No","No",4,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
"35",920118,2016,"Castaic-Val Verde","Agua Dulce","Castaic-Val Verde",2,5,0,21,38,"No","No",20,0,0,0,6,12,0,6,0,10,23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63
"36",920119,2016,"Castaic-Val Verde","Agua Dulce","Castaic-Val Verde",2,5,0,21,38,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",920200,2016,"Castaic-Val Verde","Agua Dulce","Castaic-Val Verde",2,5,0,21,38,"No","No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"38",480302,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"Yes","No",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"39",480303,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",480304,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"41",480400,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"42",480802,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","Yes",2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"43",480803,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",480804,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"45",480901,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",480902,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",480903,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"48",481001,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",1,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
"49",481002,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,16,0,16,17
"50",481500,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",1,0,0,3,3,0,0,1,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
"51",481603,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",481604,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",481605,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"54",481606,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"55",481800,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",481901,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"57",481902,2016,"Alhambra","Alhambra","Alhambra",3,5,0,22,49,"No","No",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"58",603702,2016,"Alondra Park","Alondra Park","Alondra Park",8,2,0,35,62,"No","No",9,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
"59",603704,2016,"Alondra Park","Alondra Park","Alondra Park",8,2,0,35,62,"No","No",7,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
"60",460200,2016,"Altadena","Altadena","Altadena",3,5,0,25,41,"No","No",3,0,0,3,1,1,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
"61",460301,2016,"Altadena","Altadena","Altadena",3,5,0,25,41,"No","No",5,0,0,10,0,0,0,1,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
"62",460302,2016,"Altadena","Altadena","Altadena",3,5,0,25,41,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",461000,2016,"Altadena","Altadena","Altadena",3,5,0,25,41,"Yes","No",0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"64",461100,2016,"Altadena","Altadena","Altadena",3,5,0,25,41,"No","No",2,0,0,0,0,3,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
"65",461200,2016,"Altadena","Altadena","Altadena",3,5,0,25,41,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",461300,2016,"Altadena","Altadena","Altadena",3,5,0,25,41,"No","Yes",5,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
"67",104124,2016,"Los Angeles","Angeles National Forest","Kagel Canyon",2,3,7,18,39,"Yes","No",14,0,0,2,0,6,0,2,3,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
"68",930101,2016,"Unincorporated Los Angeles County","Angeles National Forest","Angeles National Forest",2,5,0,25,41,"No","No",1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"69",930200,2016,"Unincorporated Los Angeles County","Angeles National Forest","Angeles National Forest",2,5,0,18,36,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,103,1,10,23,0,0,0,0,0,0,0,0,0,0,138,0,138,138
"70",930301,2016,"Unincorporated Los Angeles County","Angeles National Forest","Angeles National Forest",2,5,0,22,36,"Yes","No",2,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
"71",430400,2016,"Arcadia","Arcadia","Arcadia",3,5,0,9,20,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",430600,2016,"Arcadia","Arcadia","Arcadia",3,5,0,10,20,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",430701,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"74",430721,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",430723,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"No","No",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"76",430724,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",430801,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"No","No",1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"78",430802,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",430803,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"No","No",2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"80",431600,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",431700,2016,"Arcadia","Arcadia","Arcadia",3,5,0,22,49,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",119001,2016,"Los Angeles","Arleta","Arleta NC",2,3,6,18,39,"Yes","No",11,0,0,2,0,5,1,0,3,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
"83",119002,2016,"Los Angeles","Arleta","Arleta NC",2,3,6,18,39,"No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",119201,2016,"Los Angeles","Arleta","Arleta NC",2,3,6,18,39,"No","No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"85",119202,2016,"Los Angeles","Arleta","Arleta NC",2,3,6,18,39,"No","No",8,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,10,26
"86",119400,2016,"Los Angeles","Arleta","Arleta NC",2,3,6,18,39,"No","No",2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"87",119700,2016,"Los Angeles","Arleta","Arleta NC",2,3,6,18,39,"No","No",14,0,0,3,0,6,1,0,5,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
"88",119800,2016,"Los Angeles","Arleta","Arleta NC",2,3,6,18,39,"No","No",0,0,0,0,1,2,0,1,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
"89",554801,2016,"Artesia","Artesia","Artesia",7,4,0,32,58,"No","No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"90",554802,2016,"Artesia","Artesia","Artesia",7,4,0,32,58,"No","No",1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,10,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,24,27
"91",554900,2016,"Artesia","Artesia","Artesia",7,4,0,32,58,"No","No",0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
"92",187101,2016,"Los Angeles","Atwater Village","Atwater Village NC",4,1,13,24,43,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",187102,2016,"Los Angeles","Atwater Village","Atwater Village NC",4,1,13,24,43,"No","No",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"94",188100,2016,"Los Angeles","Atwater Village","Atwater Village NC",4,3,13,25,43,"No","No",2,0,0,1,2,6,0,0,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,38,0,6,11,0,0,0,0,0,0,0,0,18,0,50,0,50,68
"95",188300,2016,"Los Angeles","Atwater Village","Atwater Village NC",4,3,13,25,43,"No","No",4,0,0,1,0,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
"96",599000,2016,"Avalon","Avalon","Avalon",8,4,0,26,70,"No","No",10,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
"97",408301,2016,"Avocado Heights","Avocado Heights","Avocado Heights",3,1,0,22,57,"No","No",22,0,0,0,4,10,2,6,0,7,19,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,61
"98",408302,2016,"Avocado Heights","Avocado Heights","Avocado Heights",3,1,0,22,57,"No","No",2,0,0,0,0,20,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
"99",408303,2016,"Avocado Heights","Avocado Heights","Avocado Heights",3,1,0,22,57,"No","No",2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
"100",400602,2016,"Azusa","Azusa","Azusa",3,1,0,22,48,"No","No",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
